Record_number,Biome2,Ecosystem_type2,altitude,SOC_stock,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Rh_annual,Ra_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2,Outlier_rh,Outlier_ra
6041,Tropical,Forest,1150,64,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,1150,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,935.4,723,212.4,32.25 118.75,16,-0.162777778,73.00833333,-189.1066667,32.2,0,0
5161,Tropical,Forest,230.8,121,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,1650,1440,210,-4.25 11.75,26.24166667,0.250277778,111.2166667,71.78666667,-4.566666667,0,0
5282,Tropical,Forest,25,121,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1650,1440,210,4.75 11.75,25.13333333,0.797222222,130.9916667,179.6966667,4.566666667,0,0
5160,Tropical,Forest,1450,121,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,1320,1110,210,-4.25 11.75,26.24166667,0.250277778,111.2166667,71.78666667,-4.566666667,0,0
5281,Tropical,Forest,370,121,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1320,1110,210,4.75 11.75,25.13333333,0.797222222,130.9916667,179.6966667,4.566666667,0,0
6365,Tropical,Forest,275.2,121,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Managed,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,427.63,344.38,208.14,29.75 103.25,16.325,0.406944444,115.4833333,-156.2033333,29.7,0,0
6042,Tropical,Forest,7.2,64,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,7.2,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,1019.2,816.7,202.5,32.25 118.75,16,-0.162777778,73.00833333,-189.1066667,32.2,0,0
4417,Tropical,Forest,63,122,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,63,Subtropical,Managed,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,594,313,202,22.75 112.75,21.79166667,-0.311944444,159.1083333,148.12,22.56666667,0,0
3239,Temperate,Forest,218.8,64,1996,1,42.75,-76.25,42.75 -76.25,42.75,-76.02,42.75 -76.02,2565,218.8,Temperate,Natural,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,403,254,149,42.75 -76.25,6.475,-0.598055556,96.28333333,90.73666667,42.75,0,0
2966,Temperate,Forest,32,121,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,32,Temperate,Natural,Deciduous Forest,Deciduous,5.616666667,522.7,Gas Chromatography,Extraction,Mature,382,233,149,54.25 37.25,5.616666667,-0.084444444,43.55833333,-95.83333333,54.13,0,0
3956,Temperate,Forest,1255,122,2006,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Natural,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Aggrading,446,299,147,35.25 -111.75,7.8,0.896944444,23.25,-250.9066667,35.44539722,0,0
2234,Temperate,Forest,494,121,2001.5,1,36.25,140.25,36.25 140.25,36.32,140.15,36.32 140.15,4062,470,Temperate,Natural,Deciduous Forest,Deciduous,13.1,1330,Gas Chromatography,Isotope,Mature,485,340,145,36.25 140.25,13.625,-0.326111111,110.125,-80.17,36.32,0,0
992,Temperate,Forest,265.7,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.6,-121.53,44.6 -121.53,3877,265.7,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,373,228,145,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.6,0,0
6049,Temperate,Shrubland,1350,192,2005.5,1.5,-25.25,31.25,-25.25 31.25,25.02,31.496,-25.02 31.496,10106,370,Temperate,Natural,Shrubland,Deciduous,21.25555556,550,IRGA,Model,Mature,352,211,141,-25.25 31.25,21.25555556,0.068333333,49.32222222,-154.9133333,-25.02,0,0
5676,Temperate,Wetland,1004,192,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,7100,25,Temperate,Unmanaged,Wetland,Deciduous,10.1,1018,IRGA,Exclusion,Mature,462,323,139,52.25 5.75,10.23333333,-0.012777778,86.025,149.51,52.4,0,0
3238,Temperate,Forest,260,64,1995,1,42.75,-76.25,42.75 -76.25,42.75,-76.02,42.75 -76.02,2565,260,Temperate,Natural,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,371,234,137,42.75 -76.25,7.441666667,0.368611111,77.73333333,-131.8633333,42.75,0,0
2964,Temperate,Grassland,375,88,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,375,Temperate,Unmanaged,Grassland,Deciduous,5.616666667,522.7,Gas Chromatography,Extraction,Mature,475,342,133,54.25 37.25,5.616666667,-0.084444444,43.55833333,-95.83333333,54.13,0,0
5531,Temperate,Forest,87,121,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,87,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,414,282,132,-105.5,15.575,1.8175,37.50833333,-127.4166667,-34.13,0,0
6078,Temperate,Grassland,120,88,2012.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Unmanaged,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,580,333,131,34.75 92.75,-4.258333333,0.109722222,31.16666667,60.77666667,34.82,0,0
1003,Temperate,Forest,217,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.58,-121.51,44.58 -121.51,3877,217,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,468,343,125,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.58,0,0
1002,Temperate,Forest,300,122,2004.5,2,44.75,-121.75,44.75 -121.75,44.58,-121.5,44.58 -121.5,3877,300,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,Comparison,Aggrading,351,227,124,44.75 -121.75,5.8125,0.488611111,102.9125,-261.9733333,44.58,0,0
5820,Temperate,Forest,32,121,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Managed,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,513.7,390.2,123.3,42.75 117.25,3.020833333,0.718055556,30.36666667,-56.58,42.5,0,0
6074,Temperate,Forest,240,121,2008.5,1,51.75,-1.25,51.75 -1.25,51.77,-1.32,51.77 -1.32,10329,240,Temperate,Unmanaged,Deciduous Forest,Deciduous,10,714,IRGA,Exclusion,Mature,619,497,122,51.75 -1.25,10.83333333,-0.061944444,68.40833333,154.0833333,51.77,0,0
5632,Tropical,Forest,1400,122,2011.5,1.25,24.75,101.25,24.75 101.25,24.53,101.02,24.53 101.02,7491,2476,Subtropical,Natural,Evergreen Forest,Evergreen,11.3,1840,IRGA,Exclusion,Mature,1248,1048,200,24.75 101.25,15.24375,-1.254305556,51.525,-308.35,24.53,0,0
6653,Temperate,Forest,240,122,2013.5,1,57.75,26.75,57.75 26.75,57.70944444,26.75583333,57.70944444 26.75583333,10374,240,Temperate,Managed,Evergreen Forest,Evergreen,6.55,541.7,IRGA,Exclusion,Aggrading,370,250,120,57.75 26.75,6.55,0.395555556,45.14166667,-123.4966667,57.70944444,0,0
5056,Temperate,Forest,180,122,2008,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Natural,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,550,431,119,53.25 13.25,8.991666667,0.168333333,52.325,58.85,53.13333333,0,0
6077,Temperate,Grassland,176,88,2011.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Unmanaged,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,543,312,119,34.75 92.75,-3.916666667,0.451388889,30.29166667,50.27666667,34.82,0,0
5527,Temperate,Forest,925,121,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,925,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,371,252,119,-105.5,14.55,0.7925,27.725,-244.8166667,-34.13,0,0
1762,Tropical,Forest,300,121,2005,1,-4.75,12.25,-4.75 12.25,4.74,12.02,-4.74 12.02,4476,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1274,IRGA,Comparison,Aggrading,653,456,197,-4.75 12.25,25.775,-0.023888889,82.99166667,-265.53,-4.74,0,0
6034,Tropical,Forest,251.8,64,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,251.8,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,998.7,808.2,190.5,32.25 118.75,16.26666667,0.103888889,98.475,116.4933333,32.2,0,0
3138,Tropical,Forest,219.8,122,1990.5,2,5.25,-60.75,5.25 -60.75,5,-61,5 -61,889,219.8,Tropical,Natural,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,1017,835,182,5.25 -61.25,22.07916667,0.201388889,129.0541667,-275.2966667,5,0,0
4406,Tropical,Forest,263.4,122,2008,1,28.25,113.25,28.25 113.25,28.1,113.0166667,28.1 113.0166667,6152,80,Subtropical,Managed,Evergreen Forest,Evergreen,17.2,1422,IRGA,,Aggrading,473,310,181,28.25 113.25,18.14166667,0.191944444,79.21666667,-485.6133333,28.1,0,0
1794,Temperate,Wetland,1420,192,1999,1,40.25,-75.75,40.25 -75.75,40.4,-75.6,40.4 -75.6,2095,1420,Temperate,Natural,Wetland,Evergreen,12.20833333,813.5,IRGA,Subtraction,Mature,305,240,115,40.25 -75.75,12.20833333,0.27,67.79166667,-324.3766667,40.4,0,0
4353,Temperate,Forest,531,121,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Natural,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,271,156,115,51.75 9.75,8.675,-0.029166667,63.86666667,-57.27333333,51.78333333,0,0
3954,Temperate,Forest,172,122,2006,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Managed,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Aggrading,477,364,113,35.25 -111.75,7.8,0.896944444,23.25,-250.9066667,35.14263333,0,0
5675,Temperate,Wetland,25,192,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,7100,25,Temperate,Unmanaged,Wetland,Deciduous,10.1,1018,IRGA,Exclusion,Mature,435,322,113,52.25 5.75,10.23333333,-0.012777778,86.025,149.51,52.4,0,0
5818,Temperate,Shrubland,258,192,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Unmanaged,Shrubland,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,479.5,366.8,112.7,42.75 117.25,3.020833333,0.718055556,30.36666667,-56.58,42.5,0,0
4476,Tropical,Forest,500,122,2007.5,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,5927,500,Subtropical,Managed,Evergreen Forest,Evergreen,21.7,1295,Gas Chromatography,,Aggrading,608,432,176,22.75 112.75,22.50833333,0.404722222,109.5666667,-446.38,22.56666667,0,0
5537,Temperate,Shrubland,65,192,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Unmanaged,Shrubland,Deciduous,10.23333333,1072,IRGA,Comparison,Mature,427,315,112,52.25 5.75,10.23333333,-0.012777778,86.025,149.51,52.4,0,0
5277,Temperate,Forest,1067.8,121,2010.5,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,7517,1004,Temperate,Natural,Deciduous Forest,Deciduous,7.9,1198,IRGA,Exclusion,Mature,479,369,110,36.25 138.75,13.79166667,0.566666667,135.775,165.6866667,36.33,0,0
5801,Temperate,Forest,256,121,2005,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,256,Temperate,Managed,Deciduous Forest,Deciduous,3.422222222,698.0666667,IRGA,Exclusion,Mature,561.6,456,105.6,45.25 127.75,3.422222222,0.011388889,58.17222222,33.30666667,45.34583333,0,0
5805,Temperate,Forest,1400,121,2007,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,1400,Temperate,Managed,Deciduous Forest,Deciduous,4.283333333,576.6333333,IRGA,Exclusion,Mature,537.6,436.8,100.8,45.25 127.75,4.283333333,0.8725,48.05277778,-88.12666667,45.34583333,0,0
5803,Temperate,Forest,22,121,2006,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,22,Temperate,Managed,Deciduous Forest,Deciduous,3.797222222,677.7666667,IRGA,Exclusion,Mature,535.2,435.6,99.6,45.25 127.75,3.797222222,0.386388889,56.48055556,13.00666667,45.34583333,0,0
5821,Temperate,Forest,2300,121,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Unmanaged,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,Extraction,Mature,548.9,450.5,98.3,42.75 117.25,3.020833333,0.718055556,30.36666667,-56.58,42.5,0,0
2,Boreal,Forest,100,121,2001.5,1.5,56.25,-99.75,56.25 -99.75,56.46,-99.97,56.46 -99.97,2534,100,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,85,76,9,56.25 -99.75,-6.127777778,-3.6125,27.62777778,-91.83666667,56.46,0,0
1,Boreal,Forest,100,122,2001.5,1.5,56.75,-99.75,56.75 -99.75,56.63,-99.94,56.63 -99.94,2534,100,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,255,262,7,56.75 -99.75,-6.116666667,-3.666111111,28.47777778,-91.46,56.63,0,0
5800,Temperate,Forest,313.3,121,2005,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Unmanaged,Deciduous Forest,Deciduous,3.422222222,698.0666667,IRGA,Exclusion,Mature,561.6,465.6,96,45.25 127.75,3.422222222,0.011388889,58.17222222,33.30666667,45.34583333,0,0
5535,Temperate,Shrubland,313,192,2011,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Unmanaged,Shrubland,Deciduous,10.01666667,1072,IRGA,Comparison,Mature,392,296,96,52.25 5.75,10.01666667,-0.229444444,71.14166667,-29.09,52.4,0,0
4998,Temperate,Forest,509,121,2006,1,44.75,11.25,44.75 11.25,44.55,11.35,44.55 11.35,6454,32,Temperate,Managed,Deciduous Forest,Deciduous,13,700,IRGA,Exclusion,Mature,229,134,96,44.75 11.25,12.94166667,-1.099722222,62.13333333,95.85666667,44.55,0,0
5802,Temperate,Forest,320,121,2006,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,320,Temperate,Unmanaged,Deciduous Forest,Deciduous,3.797222222,677.7666667,IRGA,Exclusion,Mature,538.8,447.6,91.2,45.25 127.75,3.797222222,0.386388889,56.48055556,13.00666667,45.34583333,0,0
6609,Tropical,Forest,1200,122,2012,1,-1.75,103.75,-1.75 103.75,1.637622222,103.7800389,-1.637622222 103.7800389,8076,1200,Tropical,Managed,Evergreen Forest,Evergreen,26,2500,IRGA,Comparison,Aggrading,1219,1048.34,170.66,-1.75 103.75,26.775,-0.131111111,146.8666667,16.08666667,-1.637622222,0,0
5159,Tropical,Forest,1002.9,121,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,800,630,170,-4.25 11.75,26.24166667,0.250277778,111.2166667,71.78666667,-4.566666667,0,0
5280,Tropical,Forest,591,121,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,800,630,170,4.75 11.75,25.13333333,0.797222222,130.9916667,179.6966667,4.566666667,0,0
1761,Tropical,Forest,278.9,121,2005,1,-4.75,12.25,-4.75 12.25,4.74,12.02,-4.74 12.02,4476,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1274,IRGA,Comparison,Aggrading,662,505,158,-4.75 12.25,25.775,-0.023888889,82.99166667,-265.53,-4.74,0,0
6036,Tropical,Forest,256.9,64,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,256.9,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,784.1,642.3,141.8,32.25 118.75,16.09166667,-0.071111111,83.65833333,-61.30666667,32.2,0,0
8,Boreal,Forest,550,122,2001.5,1.5,56.75,-99.75,56.75 -99.75,56.63,-99.94,56.63 -99.94,2534,550,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,137,134,3,56.75 -99.75,-6.116666667,-3.666111111,28.47777778,-91.46,56.63,0,0
5804,Temperate,Forest,313.3,121,2007,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Unmanaged,Deciduous Forest,Deciduous,4.283333333,576.6333333,IRGA,Exclusion,Mature,537.6,447.6,90,45.25 127.75,4.283333333,0.8725,48.05277778,-88.12666667,45.34583333,0,0
4300,Temperate,Forest,1160,121,2007,1,51.75,-1.25,51.75 -1.25,51.76666667,-1.316666667,51.76666667 -1.316666667,5727,1160,Temperate,Natural,Deciduous Forest,Deciduous,10.1,725.8,IRGA,Exclusion,Mature,412,290,89,51.75 -1.25,12.30833333,1.413055556,76.40833333,250.0833333,51.76666667,0,0
4301,Temperate,Forest,2476,121,2008,1,51.75,-1.25,51.75 -1.25,51.76666667,-1.316666667,51.76666667 -1.316666667,5727,2476,Temperate,Natural,Deciduous Forest,Deciduous,10.1,725.8,IRGA,Exclusion,Mature,411,289,88,51.75 -1.25,10.98333333,0.088055556,62.79166667,86.68333333,51.76666667,0,0
5819,Temperate,Forest,258.6,122,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Managed,Evergreen Forest,Evergreen,-1.4,450.1,IRGA,Extraction,Aggrading,464.8,380,85.1,42.75 117.25,3.020833333,0.718055556,30.36666667,-56.58,42.5,0,0
5054,Temperate,Forest,509,122,2006,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Natural,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,513,430,83,53.25 13.25,7.958333333,-0.865,46.03333333,-16.65,53.13333333,0,0
3136,Tropical,Forest,305,122,1990.5,2,5.25,-60.75,5.25 -60.75,5,-61,5 -61,889,305,Tropical,Natural,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,891,751,140,5.25 -61.25,22.07916667,0.201388889,129.0541667,-275.2966667,5,0,0
6032,Tropical,Forest,45,64,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,45,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,863,730.3,132.7,32.25 118.75,16.26666667,0.103888889,98.475,116.4933333,32.2,0,0
6037,Tropical,Forest,4635,64,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,4635,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,785.7,665.1,120.6,32.25 118.75,16.09166667,-0.071111111,83.65833333,-61.30666667,32.2,0,0
4997,Temperate,Forest,357,121,2006,1,44.75,11.25,44.75 11.25,44.55,11.35,44.55 11.35,6454,32,Temperate,Managed,Deciduous Forest,Deciduous,13,700,IRGA,Exclusion,Mature,228,149,79,44.75 11.25,12.94166667,-1.099722222,62.13333333,95.85666667,44.55,0,0
708,Temperate,Grassland,440,88,1993,1,31.25,-97.25,31.25 -97.25,31.1,-97.33,31.1 -97.33,1432,219,Temperate,Managed,Grassland,Deciduous,18.375,903.2,IRGA,Comparison,Aggrading,172,103,69,31.25 -97.25,18.375,-0.799444444,75.26666667,10.89666667,31.1,0,0
5538,Temperate,Shrubland,22,192,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Unmanaged,Shrubland,Deciduous,10.23333333,1072,IRGA,Comparison,Mature,358,297,61,52.25 5.75,10.23333333,-0.012777778,86.025,149.51,52.4,0,0
6076,Temperate,Grassland,10,88,2012.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Unmanaged,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,376,242,57,34.75 92.75,-4.258333333,0.109722222,31.16666667,60.77666667,34.82,0,0
5536,Temperate,Shrubland,99,192,2011,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Unmanaged,Shrubland,Deciduous,10.01666667,1072,IRGA,Comparison,Mature,337,282,55,52.25 5.75,10.01666667,-0.229444444,71.14166667,-29.09,52.4,0,0
4356,Temperate,Forest,531,121,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Natural,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,211,160,51,51.75 9.75,8.675,-0.029166667,63.86666667,-57.27333333,51.78333333,0,0
2967,Temperate,Grassland,1127.1,88,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,1127.1,Temperate,Unmanaged,Grassland,Deciduous,5.616666667,522.7,Gas Chromatography,Extraction,Mature,181,130,51,54.25 37.25,5.616666667,-0.084444444,43.55833333,-95.83333333,54.13,0,0
3485,Temperate,Grassland,680,88,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,680,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1240,1190,50,42.25 142.75,8.125,0.008055556,77.20833333,-191.03,42.43333333,1,0
6075,Temperate,Grassland,10,88,2011.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Unmanaged,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,305,203,44,34.75 92.75,-3.916666667,0.451388889,30.29166667,50.27666667,34.82,0,0
3483,Temperate,Grassland,329.8,88,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,329.8,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1070,1030,40,42.25 142.75,8.125,0.008055556,77.20833333,-191.03,42.43333333,1,0
6463,Tropical,Forest,100,122,2006,1,27.25,110.25,27.25 110.25,27,110,27 110,7583,100,Subtropical,Managed,Evergreen Forest,Evergreen,16.5,1200,IRGA,,Aggrading,439,324,115,27.25 109.75,18.1,0.468055556,87.675,-203.23,27,0,0
5812,Tropical,Forest,313.3,122,2011.5,1,26.75,109.75,26.75 109.75,26.8,109.6,26.8 109.6,7582,313.3,Subtropical,Unmanaged,Evergreen Forest,Evergreen,16.5,1200,IRGA,Comparison,Aggrading,511,408,103,26.75 109.75,16.64166667,-0.144722222,85.83333333,-341.7566667,26.8,0,0
6038,Tropical,Forest,512.3,64,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,512.3,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,757.6,655.5,102.1,32.25 118.75,16.09166667,-0.071111111,83.65833333,-61.30666667,32.2,0,0
4405,Tropical,Forest,1030,122,2007,1,28.25,113.25,28.25 113.25,28.1,113.0166667,28.1 113.0166667,6152,80,Subtropical,Managed,Evergreen Forest,Evergreen,17.2,1422,IRGA,,Aggrading,443,352,91,28.25 113.25,18.75833333,0.808611111,85.325,-412.3133333,28.1,0,0
3484,Temperate,Grassland,392.3,88,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,392.3,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,990,960,30,42.25 142.75,8.125,0.008055556,77.20833333,-191.03,42.43333333,0,0
5419,Temperate,Grassland,1054,88,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Unmanaged,Grassland,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,205.6,178.3,27.3,47.25 128.75,-0.241666667,-0.904444444,51.025,-4.8,47.43,0,0
3034,Temperate,Forest,65,122,2002,1.3,47.25,11.25,47.25 11.25,47,11,47 11,3193,1950,Temperate,Natural,Evergreen Forest,Evergreen,2.4,950,IRGA,Regression,Mature,33,11,22,47.25 10.75,8.96875,2.05875,79.54375,175.2483333,47,0,0
5817,Temperate,Grassland,25,88,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Unmanaged,Grassland,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,450.4,429,21.2,42.75 117.25,3.020833333,0.718055556,30.36666667,-56.58,42.5,0,0
6033,Tropical,Forest,171,64,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,171,Subtropical,Natural,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,875.7,796.6,79.1,32.25 118.75,16.26666667,0.103888889,98.475,116.4933333,32.2,0,0
5982,Tropical,Forest,29,122,1993.5,2.5,39.75,115.75,39.75 115.75,39.95944444,115.5277778,39.95944444 115.5277778,9094,1050,Tropical,Managed,Evergreen Forest,Evergreen,4.8,611.9,IRGA,,Aggrading,237,181,56,39.75 115.75,12.61,1.706388889,64.15333333,121.5,39.95944444,0,0
5981,Tropical,Forest,29,121,1993.5,2.5,39.75,115.25,39.75 115.25,39.95722222,115.4247222,39.95722222 115.4247222,9094,1150,Tropical,Managed,Deciduous Forest,Deciduous,4.8,611.9,IRGA,,Aggrading,390,349,41,39.75 115.25,9.516666667,1.617222222,54.59666667,94.27,39.95722222,0,0
151,Temperate,Forest,179,122,1997,2,32.75,130.75,32.75 130.75,32.82,130.73,32.82 130.73,1665,179,Temperate,Managed,Evergreen Forest,Evergreen,16.2,1970,IRGA,Comparison,Mature,316,316,0,32.75 130.75,16.69166667,-0.4325,153.1791667,-127.42,32.82,0,0
5624,Temperate,Grassland,173.3,88,2009.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Managed,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,298,298,0,35.25 104.75,6.741666667,0.226388889,31.55,-104.74,35.2,0,0
