Record_number,Biome2,altitude,SOC_content,Outlier,SOC_stock,Ecosystem_type2,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2
3898,Temperate,192,20,0,124,Forest,2004.5,1,34.75,135.75,34.75 135.75,34.78333333,135.85,34.78333333 135.85,5404,188,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.5,1449,IRGA,,Mature,588,34.75 135.75,15.675,0.625277778,1498.4,123.0366667,34.78333333
3899,Temperate,192,20,0,124,Forest,2004.5,1,34.75,135.75,34.75 135.75,34.78333333,135.85,34.78333333 135.85,5404,222,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.5,1449,IRGA,,Mature,575,34.75 135.75,15.675,0.625277778,1498.4,123.0366667,34.78333333
3900,Temperate,114,20,0,111,Forest,2004.5,1,33.25,130.75,33.25 130.75,33.13333333,130.7166667,33.13333333 130.7166667,5404,166,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.4,2160,IRGA,,Mature,393,33.25 130.75,15.00833333,0.6125,1986.6,99.09,33.13333333
3901,Temperate,114,8,0,111,Forest,2004.5,1,33.25,130.75,33.25 130.75,33.13333333,130.7166667,33.13333333 130.7166667,5404,184,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.4,2160,IRGA,,Mature,651,33.25 130.75,15.00833333,0.6125,1986.6,99.09,33.13333333
3902,Temperate,114,69,0,111,Forest,2004.5,1,33.25,130.75,33.25 130.75,33.13333333,130.7166667,33.13333333 130.7166667,5404,213,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.4,2160,IRGA,,Mature,685,33.25 130.75,15.00833333,0.6125,1986.6,99.09,33.13333333
3903,Temperate,114,69,0,111,Forest,2004.5,1,33.25,130.75,33.25 130.75,33.13333333,130.7166667,33.13333333 130.7166667,5404,221,Temperate,Unmanaged,Deciduous Forest,Deciduous,15.4,2160,IRGA,,Mature,676,33.25 130.75,15.00833333,0.6125,1986.6,99.09,33.13333333
3904,Temperate,688.2,69,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,869,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3905,Temperate,688.2,69,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,907,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3905.1,Temperate,688.2,69,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,868,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3905.2,Temperate,688.2,69,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,729,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3906,Temperate,688.2,69,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,1032,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3907,Temperate,688.2,69,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,904,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3908,Temperate,688.2,13,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,655,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3909,Temperate,688.2,13,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,1075,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3910,Temperate,688.2,13,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,857,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3911,Temperate,688.2,9,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,866,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3912,Temperate,688.2,41,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,954,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3913,Temperate,688.2,41,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,790,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3914,Temperate,688.2,79,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,735,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3915,Temperate,688.2,79,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,758,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3916,Temperate,688.2,145,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,1237,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3917,Temperate,688.2,44,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,789,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3918,Temperate,688.2,18,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,638,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3919,Temperate,688.2,33,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,949,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3920,Temperate,688.2,38,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,805,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3921,Temperate,688.2,15,0,165,Forest,2006,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.916666667,1204.4,IRGA,,Mature,815,47.25 8.25,7.916666667,-0.791111111,1204.4,114.9233333,47.47833333
3922,Temperate,688.2,15,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,783,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3923,Temperate,688.2,15,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,901,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3924,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,752,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3925,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,1128,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3926,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,1075,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3927,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,847,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3928,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,1137,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3929,Temperate,688.2,18,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,922,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3930,Temperate,688.2,40,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,701,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3931,Temperate,688.2,40,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,878,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3932,Temperate,688.2,19,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,1290,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3933,Temperate,688.2,33,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,865,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3934,Temperate,688.2,10,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,751,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3935,Temperate,688.2,27,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,973,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3936,Temperate,688.2,115,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,796,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3937,Temperate,688.2,52,0,165,Forest,2007,1,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5417,700,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.33333333,1082.7,IRGA,,Mature,826,47.25 8.25,10.33333333,1.625555556,1082.7,-6.776666664,47.47833333
3952,Temperate,2212.8,20,0,78,Forest,2006,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Natural,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Mature,545,35.25 -111.75,7.8,0.896944444,279,-250.9066667,35.08902778
3953,Temperate,2212.8,20,0,78,Forest,2007,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Natural,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Mature,633,35.25 -111.75,7.241666667,0.338611111,491.1,-38.80666667,35.08902778
3954,Temperate,2194.5,20,0,71,Forest,2006,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Managed,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Aggrading,477,35.25 -111.75,7.8,0.896944444,279,-250.9066667,35.14263333
3955,Temperate,2194.5,20,0,71,Forest,2007,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Managed,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Aggrading,666,35.25 -111.75,7.241666667,0.338611111,491.1,-38.80666667,35.14263333
3956,Temperate,2312.6,39,0,67,Forest,2006,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Natural,Evergreen Forest,Evergreen,7.8,279,IRGA,Exclusion,Aggrading,446,35.25 -111.75,7.8,0.896944444,279,-250.9066667,35.44539722
3957,Temperate,2312.6,39,0,67,Forest,2007,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Natural,Evergreen Forest,Evergreen,7.241666667,491.1,IRGA,Exclusion,Aggrading,470,35.25 -111.75,7.241666667,0.338611111,491.1,-38.80666667,35.44539722
3958,Tropical,101,39,0,72,Forest,2006,1,28.25,113.25,28.25 113.25,28.10833333,113.025,28.10833333 113.025,5441,100,Subtropical,Unmanaged,Evergreen Forest,Evergreen,17.2,1456,IRGA,,Mature,989,28.25 113.25,18.04166667,0.091944444,1296.8,-139.4133334,28.10833333
3959,Tropical,101,39,0,72,Forest,2006,1,28.25,113.25,28.25 113.25,28.10833333,113.025,28.10833333 113.025,5441,100,Subtropical,Unmanaged,Evergreen Forest,Evergreen,17.2,1456,IRGA,,Mature,529,28.25 113.25,18.04166667,0.091944444,1296.8,-139.4133334,28.10833333
3965,Tropical,574.2,28,0,184,Forest,2007.5,1.5,-1.75,120.25,-1.75 120.25,1.552,120.02,-1.552 120.02,5448,560,Tropical,Managed,Deciduous Forest,Deciduous,25.5,2092,IRGA,,Aggrading,1110,-1.75 120.25,18.87222222,-0.068888889,1761.333334,-126.5733334,-1.552
3970,Tropical,455,84,0,79,Forest,2008,1,31.25,110.25,31.25 110.25,31,110.5,31 110.5,5474,382.5,Subtropical,Unmanaged,Evergreen Forest,Evergreen,18,1164,IRGA,,Aggrading,185,31.25 110.25,16.075,0.393055556,1016.5,-114.9766667,31
3986,Tropical,47,16,0,156,Forest,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1740,10.25 -83.75,27.62083333,0.508611111,4171.85,-346.1,10.43333333
3987,Tropical,47,16,0,156,Forest,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1672,10.25 -83.75,27.62083333,0.508611111,4171.85,-346.1,10.43333333
3988,Tropical,47,16,0,156,Forest,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1354,10.25 -83.75,27.62083333,0.508611111,4171.85,-346.1,10.43333333
3989,Tropical,47,15,0,156,Forest,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1593,10.25 -83.75,27.62083333,0.508611111,4171.85,-346.1,10.43333333
3990,Tropical,47,15,0,156,Forest,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,2018,10.25 -83.75,27.62083333,0.508611111,4171.85,-346.1,10.43333333
4003,Tropical,155,15,0,137,Forest,2008,1,8.75,-83.75,8.75 -83.75,8.716666667,-83.61666667,8.716666667 -83.61666667,5573,155,Tropical,Natural,Evergreen Forest,Evergreen,26.5,5000,IRGA,,Mature,1142,8.75 -83.25,28.35833333,-0.120555556,5109.9,-77.3,8.716666667
4014,Temperate,305.4,20,0,209,Forest,2007,1,49.75,-125.25,49.75 -125.25,49.86883333,-125.3350833,49.86883333 -125.3350833,5553,305.4,Temperate,Natural,Evergreen Forest,Evergreen,8.6,1450,IRGA,Exclusion,Mature,869,49.75 -125.25,4.783333333,-0.328888889,1516.4,28.78333333,49.86883333
4016,Temperate,305.4,20,0,209,Forest,2008,1,49.75,-125.25,49.75 -125.25,49.86883333,-125.3350833,49.86883333 -125.3350833,5553,305.4,Temperate,Natural,Evergreen Forest,Evergreen,8.6,1450,IRGA,Exclusion,Mature,836,49.75 -125.25,3.833333333,-1.278888889,1386.4,-101.2166667,49.86883333
4026,Boreal,507.3,26,0,225,Forest,2003,1,63.75,-145.75,63.75 -145.75,63.88333333,-145.7333333,63.88333333 -145.7333333,5594,507.3,Boreal,Natural,Evergreen Forest,Evergreen,-1.883333333,378.5,IRGA,,Mature,287,63.75 -145.75,-1.883333333,1.9725,378.5,-42.50666666,63.88333333
4027,Boreal,507.3,18,0,225,Forest,2003,1,63.75,-145.75,63.75 -145.75,63.88333333,-145.7333333,63.88333333 -145.7333333,5594,507.3,Boreal,Natural,Evergreen Forest,Evergreen,-1.883333333,378.5,IRGA,,Mature,241,63.75 -145.75,-1.883333333,1.9725,378.5,-42.50666666,63.88333333
4028,Boreal,121.5,18,0,176,Forest,2003,1,64.75,-148.25,64.75 -148.25,64.7,-148.3166667,64.7 -148.3166667,5594,121.5,Boreal,Natural,Evergreen Forest,Evergreen,0.075,342.6,IRGA,,Mature,377,64.75 -148.25,0.075,1.618055556,342.6,-1.163333328,64.7
4038,Boreal,568,18,0,207,Shrubland,2007.5,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5389,568,Arctic,Natural,Shrubland,Deciduous,-5.866666667,262,IRGA,,Mature,204,78.25 16.25,-5.866666667,1.555277778,189.4,-47.85666667,78.16666667
4039,Boreal,568,18,0,207,Shrubland,2007.5,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5389,568,Arctic,Natural,Shrubland,Deciduous,-5.866666667,262,IRGA,,Mature,292,78.25 16.25,-5.866666667,1.555277778,189.4,-47.85666667,78.16666667
4040,Boreal,568,19,0,207,Shrubland,2007.5,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5390,568,Arctic,Natural,Shrubland,Deciduous,-6.7,262,IRGA,,Mature,125,78.25 16.25,-5.866666667,1.555277778,189.4,-47.85666667,78.16666667
4041,Boreal,568,19,0,207,Shrubland,2007.5,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5390,568,Arctic,Natural,Shrubland,Deciduous,-6.7,262,IRGA,,Mature,162,78.25 16.25,-5.866666667,1.555277778,189.4,-47.85666667,78.16666667
4044,Boreal,258,6,0,564,Forest,2007.5,1,55.75,-98.25,55.75 -98.25,55.883,-98.333,55.883 -98.333,5640,258,Boreal,Managed,Deciduous Forest,Deciduous,-2.708333333,510,IRGA,Exclusion,Aggrading,293,55.75 -98.25,-2.708333333,-0.2425,575.6,74.64,55.883
4045,Boreal,694,6,0,199,Tundra,2007,1,68.25,18.25,68.25 18.25,68.333,18.5,68.333 18.5,5391,694,Arctic,Natural,Tundra,Deciduous,-1.9,855,IRGA,,Mature,212,68.25 18.25,-1.883333333,0.354444444,731.7,22.89,68.333
4046,Boreal,694,6,0,199,Tundra,2007,1,68.25,18.25,68.25 18.25,68.333,18.5,68.333 18.5,5391,694,Arctic,Natural,Tundra,Deciduous,-1.9,855,IRGA,,Mature,291,68.25 18.25,-1.883333333,0.354444444,731.7,22.89,68.333
4047,Boreal,568,9,0,207,Tundra,2007,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5391,568,Arctic,Natural,Tundra,Deciduous,-4.9,181,IRGA,,Mature,494,78.25 16.25,-5.875,1.546944444,183.3,-53.95666667,78.16666667
4048,Boreal,568,16,0,207,Tundra,2007,1,78.25,16.25,78.25 16.25,78.16666667,16.1,78.16666667 16.1,5391,568,Arctic,Natural,Tundra,Deciduous,-4.9,181,IRGA,,Mature,646,78.25 16.25,-5.875,1.546944444,183.3,-53.95666667,78.16666667
4049,Boreal,390,16,0,207,Forest,2005,1,49.75,-74.25,49.75 -74.25,49.693,-74.432,49.693 -74.432,5392,390,Boreal,Natural,Evergreen Forest,Evergreen,0,960,IRGA,Exclusion,Mature,710,49.75 -74.25,-0.316666667,-0.09,961.4,14.74666667,49.693
4052,Boreal,153,74,0,231,Forest,2004,1,57.25,13.75,57.25 13.75,57.25,13.58333333,57.25 13.58333333,5599,150,Boreal,Unmanaged,Evergreen Forest,Evergreen,6.525,768.8,Gas Chromatography,,Aggrading,182,57.25 13.75,6.525,-0.088888889,768.8,-85.61,57.25
4055,Boreal,153,74,0,231,Forest,2005,1,57.25,13.75,57.25 13.75,57.25,13.58333333,57.25 13.58333333,5599,150,Boreal,Unmanaged,Evergreen Forest,Evergreen,6.3,911.3,Gas Chromatography,,Aggrading,254,57.25 13.75,6.3,-0.313888889,911.3,56.89,57.25
4058,Boreal,153,22,0,231,Forest,2007.5,1,57.25,13.75,57.25 13.75,57.25,13.58333333,57.25 13.58333333,5599,150,Boreal,Unmanaged,Evergreen Forest,Evergreen,7.225,1007.3,Gas Chromatography,,Aggrading,339,57.25 13.75,7.225,0.611111111,1007.3,152.89,57.25
4061,Boreal,159,44,0,171,Forest,2004,1,57.25,13.75,57.25 13.75,57.18333333,13.73333333,57.18333333 13.73333333,5599,155,Boreal,Unmanaged,Evergreen Forest,Evergreen,6.525,768.8,Gas Chromatography,,Aggrading,305,57.25 13.75,6.525,-0.088888889,768.8,-85.61,57.18333333
4063,Boreal,159,44,0,171,Forest,2005,1,57.25,13.75,57.25 13.75,57.18333333,13.73333333,57.18333333 13.73333333,5599,155,Boreal,Unmanaged,Evergreen Forest,Evergreen,6.3,911.3,Gas Chromatography,,Aggrading,404,57.25 13.75,6.3,-0.313888889,911.3,56.89,57.18333333
4093,Tropical,565.7,18,0,57,Forest,2005,5,21.75,101.25,21.75 101.25,21.9275,101.2652778,21.9275 101.2652778,5545,750,Tropical,Natural,Mixed Forest,Mixed,21.7,1487,Gas Chromatography,Exclusion,Mature,886,21.75 101.25,19.50166667,-0.094444444,1627.66,16.42,21.9275
4094,Temperate,316.2,18,0,91,Grassland,2004.5,1,37.75,-122.75,37.75 -122.75,37.85,-122.5,37.85 -122.5,5538,316.2,Temperate,Natural,Grassland,Deciduous,14.425,266.1,IRGA,,Mature,1031,37.75 -122.25,14.425,0.199722222,266.1,-147.2933333,37.85
4095,Temperate,94.6,11,0,127,Forest,2004.5,1,39.25,-123.75,39.25 -123.75,39.4,-123.77,39.4 -123.77,5538,94.6,Temperate,Natural,Evergreen Forest,Evergreen,12.23333333,933.5,IRGA,,Mature,571,39.25 -123.75,12.23333333,0.420555556,933.5,-81.38333333,39.4
4096,Temperate,1249,11,0,253,Grassland,2007,1,36.25,137.25,36.25 137.25,36.13333333,137.4166667,36.13333333 137.4166667,5526,1342,Temperate,Managed,Grassland,Deciduous,7.2,2056,IRGA,Extraction,Mature,1121,36.25 137.25,10.59166667,0.345833333,1837.2,77.10666667,36.13333333
4097,Temperate,1249,11,0,253,Grassland,2008,1,36.25,137.25,36.25 137.25,36.13333333,137.4166667,36.13333333 137.4166667,5526,1342,Temperate,Managed,Grassland,Deciduous,7.2,2056,IRGA,Extraction,Mature,1214,36.25 137.25,10.3,0.054166667,1580.1,-179.9933333,36.13333333
4098,Temperate,250,44,0,89,Forest,2005,1,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,781,38.25 127.25,9.133333333,-0.764166667,1323.2,-39.43666667,38.23333333
4099,Temperate,250,44,0,89,Forest,2005,1,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,740,38.25 127.25,9.133333333,-0.764166667,1323.2,-39.43666667,38.23333333
4100,Temperate,250,44,0,89,Forest,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,608,38.25 127.25,9.541666667,-0.355833333,1342,-20.63666666,38.23333333
4101,Temperate,250,44,0,89,Forest,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Managed,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,584,38.25 127.25,9.541666667,-0.355833333,1342,-20.63666666,38.23333333
4102,Temperate,863,44,0,200,Forest,2006,1,36.25,137.25,36.25 137.25,36.13333333,137.3666667,36.13333333 137.3666667,5522,800,Temperate,Managed,Evergreen Forest,Evergreen,10.6,1734,IRGA,Extraction,Mature,690,36.25 137.25,9.7,-0.545833333,1758.9,-1.193333328,36.13333333
